id,raw_copper,health,name,lvl_min,lvl_max,type_enemy,type_life,react_alliance,react_horde,lvl,vendor_worth,ah_worth
4847,578,0,Shadowforge Relic Hunter,39,40,1,7,-1.0,-1.0,39,996.0,2132.0
4848,725,0,Shadowforge Darkcaster,43,44,1,7,-1.0,-1.0,43,1463.0,2831.0
4849,742,0,Shadowforge Archaeologist,43,44,1,7,-1.0,-1.0,43,1353.0,2602.0
4850,548,0,Stonevault Cave Lurker,38,39,1,7,-1.0,-1.0,38,1244.0,2509.0
4851,484,0,Stonevault Rockchewer,36,37,1,7,-1.0,-1.0,36,1015.0,2073.0
4852,517,0,Stonevault Oracle,37,38,1,7,-1.0,-1.0,37,1057.0,2247.0
4853,734,0,Stonevault Geomancer,43,44,1,7,-1.0,-1.0,43,2062.0,4322.0
4854,834,0,Grimlok,45,45,1,7,-1.0,-1.0,45,11642.0,190.0
4855,730,0,Stonevault Brawler,43,44,1,7,-1.0,-1.0,43,2145.0,4562.0
4856,482,0,Stonevault Cave Hunter,36,37,1,7,-1.0,-1.0,36,938.0,1720.0
4857,871,0,Stone Keeper,46,46,1,4,-1.0,-1.0,46,1092.0,1722.0
4860,733,0,Stone Steward,44,44,1,4,-1.0,-1.0,44,1930.0,4577.0
4861,0,0,Shrike Bat,38,39,1,1,-1.0,-1.0,38,1094.0,1314.0
4863,0,0,Jadespine Basilisk,39,40,1,1,-1.0,-1.0,39,1210.0,1591.0
4872,556,0,Obsidian Golem,38,38,1,9,-1.0,-1.0,38,318.0,697.0
4887,0,804,Ghamoo-ra,25,25,1,1,-1.0,-1.0,25,1188.0,783.0
4969,73,734,Old Town Thug,25,26,0,7,-1.0,,25,214.0,464.0
4978,0,0,Aku'mai Servant,26,26,1,4,-1.0,-1.0,26,260.0,1515.0
5044,159,0,Theramore Skirmisher,36,36,0,7,1.0,-1.0,36,400.0,610.0
5045,157,0,Private Hallan,36,36,0,7,,-1.0,36,284.0,786.0
5046,175,0,Lieutenant Caldwell,37,37,0,7,,-1.0,37,468.0,668.0
5048,0,0,Deviate Adder,18,19,1,1,-1.0,-1.0,18,271.0,566.0
5053,0,449,Deviate Crocolisk,18,19,0,1,-1.0,-1.0,18,126.0,316.0
5055,0,0,Deviate Lasher,19,20,0,10,-1.0,-1.0,19,6.0,49.0
5056,0,1452,Deviate Dreadfang,20,21,1,1,-1.0,-1.0,20,283.0,1021.0
5057,182,0,Theramore Deserter,37,37,0,7,1.0,-1.0,37,350.0,434.0
5058,0,0,Wolfguard Worg,20,21,0,1,-1.0,-1.0,20,17.0,57.0
5085,121,0,Sentry Point Guard,32,33,0,7,1.0,-1.0,32,342.0,340.0
5086,167,0,Sentry Point Captain,34,35,0,7,1.0,,34,75.0,106.0
5184,150,0,Theramore Sentry,35,36,0,7,1.0,-1.0,35,409.0,692.0
5185,0,0,Hammerhead Shark,31,32,1,1,-1.0,,31,115.0,15.0
5224,0,0,Murk Slitherer,45,46,1,1,-1.0,-1.0,45,198.0,133.0
5225,0,0,Murk Spitter,46,47,1,1,-1.0,-1.0,46,242.0,225.0
5226,0,0,Murk Worm,47,48,1,1,-1.0,-1.0,47,1174.0,3838.0
5228,646,0,Saturated Ooze,47,48,1,10,-1.0,-1.0,47,1700.0,3323.0
5229,205,0,Gordunni Ogre,40,41,0,7,-1.0,-1.0,40,608.0,1045.0
5232,230,0,Gordunni Brute,42,43,0,7,-1.0,-1.0,42,745.0,1297.0
5234,243,0,Gordunni Mauler,43,44,0,7,-1.0,-1.0,43,759.0,1435.0
5235,451,0,Fungal Ooze,45,46,1,10,-1.0,-1.0,45,386.0,153.0
5236,260,0,Gordunni Shaman,44,45,0,7,-1.0,-1.0,44,747.0,1437.0
5237,218,0,Gordunni Ogre Mage,41,42,0,7,-1.0,-1.0,41,729.0,1331.0
5238,273,0,Gordunni Battlemaster,45,46,0,7,-1.0,-1.0,45,744.0,1263.0
5239,275,0,Gordunni Mage-Lord,45,46,0,7,-1.0,-1.0,45,639.0,1180.0
5240,244,0,Gordunni Warlock,43,44,0,7,-1.0,-1.0,43,787.0,1486.0
5241,290,0,Gordunni Warlord,46,47,0,7,-1.0,-1.0,46,655.0,1023.0
5243,818,0,Cursed Atal'ai,45,46,1,7,-1.0,-1.0,45,197.0,676.0
5244,0,0,Zukk'ash Stinger,45,46,0,10,-1.0,-1.0,45,366.0,440.0
5245,0,0,Zukk'ash Wasp,44,45,0,10,-1.0,-1.0,44,306.0,361.0
5246,0,0,Zukk'ash Worker,44,45,0,10,-1.0,-1.0,44,338.0,463.0
5247,0,0,Zukk'ash Tunneler,45,46,0,10,-1.0,-1.0,45,350.0,385.0
5249,206,0,Woodpaw Mongrel,40,41,0,7,-1.0,-1.0,40,449.0,810.0
5251,218,0,Woodpaw Trapper,41,42,0,7,-1.0,-1.0,41,530.0,881.0
5253,217,0,Woodpaw Brute,41,42,0,7,-1.0,-1.0,41,529.0,857.0
5254,230,0,Woodpaw Mystic,42,43,0,7,-1.0,-1.0,42,698.0,1227.0
5255,230,0,Woodpaw Reaver,42,43,0,7,-1.0,-1.0,42,713.0,1216.0
5256,984,0,Atal'ai Warrior,48,49,1,7,-1.0,-1.0,48,1690.0,3609.0
5258,243,0,Woodpaw Alpha,43,44,0,7,-1.0,-1.0,43,725.0,1225.0
5259,1038,0,Atal'ai Witch Doctor,49,50,1,7,-1.0,-1.0,49,1761.0,8205.0
5260,0,0,Groddoc Ape,42,43,0,1,-1.0,-1.0,42,499.0,727.0
5261,825,0,Enthralled Atal'ai,45,46,1,7,-1.0,-1.0,45,192.0,662.0
5262,0,0,Groddoc Thunderer,49,50,0,1,-1.0,-1.0,49,689.0,648.0
5263,874,0,Mummified Atal'ai,46,47,1,6,-1.0,-1.0,46,194.0,661.0
5267,984,0,Unliving Atal'ai,48,49,1,6,-1.0,-1.0,48,1751.0,4072.0
5268,0,0,Ironfur Bear,41,42,0,1,-1.0,-1.0,41,645.0,718279.0
5269,866,0,Atal'ai Priest,46,47,1,7,-1.0,-1.0,46,196.0,657.0
5270,1046,0,Atal'ai Corpse Eater,49,50,1,6,-1.0,-1.0,49,1740.0,3966.0
5271,1105,0,Atal'ai Deathwalker,50,51,1,6,-1.0,-1.0,50,1783.0,3690.0
5272,0,0,Grizzled Ironfur Bear,44,45,0,1,-1.0,-1.0,44,809.0,1766566.0
5273,1100,0,Atal'ai High Priest,50,51,1,7,-1.0,-1.0,50,1753.0,4785.0
5274,0,0,Ironfur Patriarch,48,49,0,1,-1.0,-1.0,48,925.0,2346344.0
5276,309,0,Sprite Dragon,47,50,0,2,0.0,0.0,48,532.0,4260.0
5277,1103,0,Nightmare Scalebane,50,51,1,2,-1.0,-1.0,50,5109.0,11108.0
5278,230,0,Sprite Darter,43,45,0,2,1.0,-1.0,44,354.0,2566.0
5280,1104,0,Nightmare Wyrmkin,50,51,1,2,-1.0,-1.0,50,5021.0,12056.0
5283,1052,0,Nightmare Wanderer,49,50,1,2,-1.0,-1.0,49,4286.0,14323.0
5286,0,1829,Longtooth Runner,40,41,0,1,-1.0,-1.0,40,512.0,873.0
5287,0,0,Longtooth Howler,43,44,0,1,-1.0,-1.0,43,535.0,917.0
5288,0,0,Rabid Longtooth,47,48,0,1,-1.0,-1.0,47,522.0,972.0
5291,0,0,Hakkari Frostwing,49,50,1,1,-1.0,-1.0,49,1275.0,2743.0
5292,245,0,Feral Scar Yeti,43,44,0,7,-1.0,-1.0,43,747.0,1374.0
5293,275,0,Hulking Feral Scar,45,46,0,7,-1.0,-1.0,45,752.0,1534.0
5295,260,0,Enraged Feral Scar,44,45,0,7,-1.0,-1.0,44,799.0,1446.0
5296,292,0,Rage Scar Yeti,46,47,0,7,-1.0,-1.0,46,586.0,1040.0
5297,327,0,Elder Rage Scar,48,49,0,7,-1.0,-1.0,48,624.0,1178.0
5299,310,0,Ferocious Rage Scar,47,48,0,7,-1.0,-1.0,47,651.0,1062.0
5300,0,0,Frayfeather Hippogryph,43,44,0,1,-1.0,-1.0,43,846.0,1693.0
5304,0,0,Frayfeather Stagwing,44,45,0,1,-1.0,-1.0,44,729.0,702.0
5305,0,0,Frayfeather Skystormer,45,46,0,1,-1.0,-1.0,45,841.0,788.0
5306,0,0,Frayfeather Patriarch,46,47,0,1,-1.0,-1.0,46,755.0,1565.0
5307,0,0,Vale Screecher,41,43,0,1,-1.0,-1.0,42,333.0,378.0
5308,0,0,Rogue Vale Screecher,44,46,0,1,-1.0,-1.0,45,349.0,476.0
5312,1880,0,Lethlas,62,62,1,2,-1.0,-1.0,62,480.0,1805.0
5314,2099,0,Phantim,62,62,1,2,-1.0,-1.0,62,677.0,1573.0
5317,1915,0,Jademir Oracle,61,61,1,2,-1.0,-1.0,61,14.0,27.0
5319,1827,0,Jademir Tree Warder,60,60,1,2,-1.0,-1.0,60,48.0,22.0
5327,267,0,Coast Crawl Snapclaw,44,45,0,7,-1.0,-1.0,44,179.0,324.0
5328,239,0,Coast Crawl Deepseer,43,44,0,7,-1.0,-1.0,43,309.0,784.0
5331,230,0,Hatecrest Warrior,42,43,0,7,-1.0,-1.0,42,373.0,640.0
5332,217,0,Hatecrest Wave Rider,41,42,0,7,-1.0,-1.0,41,351.0,654.0
5333,260,0,Hatecrest Serpent Guard,44,45,0,7,-1.0,-1.0,44,473.0,853.0
5334,246,0,Hatecrest Myrmidon,43,44,0,7,-1.0,-1.0,43,429.0,709.0
5335,218,0,Hatecrest Screamer,41,42,0,7,-1.0,-1.0,41,342.0,622.0
5336,244,0,Hatecrest Sorceress,43,44,0,7,-1.0,-1.0,43,456.0,808.0
5337,230,0,Hatecrest Siren,42,43,0,7,-1.0,-1.0,42,351.0,700.0
5343,279,0,Lady Szallah,46,46,4,7,-1.0,-1.0,46,5933.0,14963.0
5345,236,0,Diamond Head,45,45,4,7,,,45,268.0,920.0
5346,317,0,Bloodroar the Stalker,48,48,4,7,-1.0,-1.0,48,1220.0,3543.0
5347,0,0,Antilus the Soarer,48,48,4,1,-1.0,-1.0,48,6681.0,16609.0
5349,0,0,Arash-ethis,49,49,4,1,-1.0,-1.0,49,2962.0,7735.0
5350,0,0,Qirot,47,47,4,10,-1.0,-1.0,47,3134.0,7844.0
5352,0,0,Old Grizzlegut,43,43,4,1,-1.0,-1.0,43,759.0,786415.0
5354,288,0,Gnarl Leafbrother,44,44,4,4,,0.0,44,440.0,1168.0
5356,0,0,Snarler,42,42,4,1,-1.0,-1.0,42,1296.0,3181.0
5357,409,0,Land Walker,48,49,1,5,-1.0,-1.0,48,193.0,591.0
5358,428,0,Cliff Giant,49,50,1,5,-1.0,-1.0,49,175.0,573.0
5359,332,0,Shore Strider,48,49,1,5,-1.0,-1.0,48,107.0,188.0
5360,354,0,Deep Strider,47,49,1,5,-1.0,-1.0,48,102.0,162.0
5361,314,0,Wave Strider,47,48,1,5,-1.0,-1.0,47,343.0,529.0
5362,328,0,Northspring Harpy,48,49,0,7,-1.0,-1.0,48,890.0,1401.0
5363,328,0,Northspring Roguefeather,48,49,0,7,-1.0,-1.0,48,845.0,1399.0
5364,350,0,Northspring Slayer,49,50,0,7,-1.0,-1.0,49,924.0,1504.0
5366,349,0,Northspring Windcaller,49,50,0,7,-1.0,-1.0,49,860.0,1345.0
5399,952,0,Veyzhak the Cannibal,48,48,2,7,-1.0,-1.0,48,2039.0,5073.0
5400,1135,0,Zekkis,48,48,2,6,-1.0,-1.0,48,3189.0,7016.0
5401,975,0,Kazkaz the Unholy,48,48,1,7,-1.0,-1.0,48,204.0,782.0
5402,694,0,Khan Hratha,42,42,1,7,-1.0,-1.0,42,48.0,75.0
5419,0,0,Glasshide Basilisk,42,43,0,1,-1.0,-1.0,42,613.0,569.0
5420,0,0,Glasshide Gazer,45,46,0,1,-1.0,-1.0,45,764.0,671.0
5421,0,0,Glasshide Petrifier,48,49,0,1,-1.0,-1.0,48,787.0,2760.0
5422,0,0,Scorpid Hunter,40,41,0,1,-1.0,-1.0,40,643.0,462.0
5423,0,0,Scorpid Tail Lasher,43,44,0,1,-1.0,-1.0,43,649.0,555.0
5424,0,0,Scorpid Dunestalker,46,47,0,1,-1.0,-1.0,46,653.0,487.0
5425,0,0,Starving Blisterpaw,41,42,0,1,-1.0,-1.0,41,533.0,964.0
5426,0,0,Blisterpaw Hyena,44,45,0,1,-1.0,-1.0,44,557.0,1046.0
5427,0,0,Rabid Blisterpaw,47,48,0,1,-1.0,-1.0,47,523.0,924.0
5428,0,0,Roc,41,43,0,1,-1.0,-1.0,42,578.0,1036.0
5429,0,0,Fire Roc,43,45,0,1,-1.0,-1.0,44,647.0,1162.0
5430,0,0,Searing Roc,47,49,0,1,-1.0,-1.0,48,772.0,1273.0
5431,0,0,Surf Glider,48,50,0,1,-1.0,-1.0,49,767.0,854.0
5434,0,0,Coral Shark,46,47,1,1,-1.0,-1.0,46,46.0,11.0
5435,0,741,Sand Shark,12,13,1,1,,-1.0,12,38.0,49.0
5441,0,0,Hazzali Wasp,47,48,0,10,-1.0,-1.0,47,391.0,323.0
5450,0,0,Hazzali Stinger,49,50,0,10,-1.0,-1.0,49,383.0,482.0
5451,0,0,Hazzali Swarmer,49,50,0,10,-1.0,-1.0,49,405.0,456.0
5452,0,0,Hazzali Worker,47,48,0,10,-1.0,-1.0,47,411.0,448.0
5453,0,0,Hazzali Tunneler,48,49,0,10,-1.0,-1.0,48,392.0,390.0
5454,0,0,Hazzali Sandreaver,49,50,0,10,-1.0,-1.0,49,386.0,594.0
5455,0,0,Centipaar Wasp,47,48,0,10,-1.0,-1.0,47,394.0,443.0
5456,0,0,Centipaar Stinger,48,49,0,10,-1.0,-1.0,48,378.0,760.0
5457,0,0,Centipaar Swarmer,49,50,0,10,-1.0,-1.0,49,379.0,383.0
5458,0,0,Centipaar Worker,48,49,0,10,-1.0,-1.0,48,323.0,247.0
5459,0,0,Centipaar Tunneler,47,48,0,10,-1.0,-1.0,47,390.0,312.0
5460,0,0,Centipaar Sandreaver,49,50,0,10,-1.0,-1.0,49,375.0,330.0
5461,0,0,Sea Elemental,48,49,0,4,-1.0,-1.0,48,242.0,1253.0
5462,0,0,Sea Spray,47,48,0,4,-1.0,-1.0,47,246.0,1176.0
5465,0,0,Land Rager,45,47,0,4,-1.0,-1.0,46,781.0,2578.0
5466,314,0,Coast Strider,48,49,1,5,-1.0,-1.0,48,314.0,458.0
5467,383,0,Deep Dweller,49,50,1,5,-1.0,-1.0,49,888.0,695.0
5469,328,0,Dune Smasher,48,49,1,5,-1.0,-1.0,48,310.0,996.0
5470,357,0,Raging Dune Smasher,49,50,1,5,-1.0,-1.0,49,258.0,963.0
5471,275,0,Dunemaul Ogre,45,46,0,7,-1.0,-1.0,45,691.0,1109.0
5472,292,0,Dunemaul Enforcer,46,47,0,7,-1.0,-1.0,46,760.0,1458.0
5473,291,0,Dunemaul Ogre Mage,46,47,0,7,-1.0,-1.0,46,679.0,1078.0
5474,309,0,Dunemaul Brute,47,48,0,7,-1.0,-1.0,47,773.0,1366.0
5475,309,0,Dunemaul Warlock,47,48,0,7,-1.0,-1.0,47,707.0,1096.0
5477,196,0,Noboru the Cudgel,39,39,0,7,-1.0,-1.0,39,160.0,233.0
5481,310,0,Thistleshrub Dew Collector,47,48,0,4,-1.0,-1.0,47,443.0,1061.0
5485,349,0,Thistleshrub Rootshaper,49,50,0,4,-1.0,-1.0,49,1024.0,3339.0
5490,328,0,Gnarled Thistleshrub,48,49,0,4,-1.0,-1.0,48,1026.0,3774.0
5600,149,0,Khan Dez'hepah,35,35,0,7,-1.0,-1.0,35,147.0,244.0
5601,174,0,Khan Jehn,37,37,0,7,-1.0,-1.0,37,168.0,459.0
5602,168,0,Khan Shaka,37,37,0,7,-1.0,-1.0,37,170.0,232.0
5615,244,0,Wastewander Rogue,43,44,0,7,-1.0,-1.0,43,695.0,1512.0
5616,205,0,Wastewander Thief,40,41,0,7,-1.0,-1.0,40,562.0,1325.0
5617,231,0,Wastewander Shadow Mage,42,43,0,7,-1.0,-1.0,42,637.0,1429.0
5618,217,0,Wastewander Bandit,41,42,0,7,-1.0,-1.0,41,615.0,1355.0
5622,172,0,Ongeku,37,37,0,7,-1.0,-1.0,37,226.0,341.0
5623,260,0,Wastewander Assassin,44,45,0,7,-1.0,-1.0,44,753.0,2557.0
5643,149,0,Tyranis Malem,36,36,0,7,-1.0,-1.0,36,143.0,215.0
5645,693,0,Sandfury Hideskinner,42,43,1,7,-1.0,-1.0,42,183.0,300.0
5646,698,0,Sandfury Axe Thrower,42,44,1,7,-1.0,-1.0,43,178.0,285.0
5647,736,0,Sandfury Firecaller,43,44,1,7,-1.0,-1.0,43,180.0,292.0
5648,735,0,Sandfury Shadowcaster,43,44,1,7,-1.0,-1.0,43,1492.0,2897.0
5649,778,0,Sandfury Blood Drinker,44,45,1,7,-1.0,-1.0,44,1592.0,3072.0
5650,777,0,Sandfury Witch Doctor,44,45,1,7,-1.0,-1.0,44,1531.0,2874.0
5682,40,433,Dalin Forgewright,20,20,0,7,1.0,-1.0,20,68.0,186.0
5683,47,508,Corma Villard,22,22,0,7,1.0,-1.0,22,45.0,133.0
5708,0,0,Spawn of Hakkar,51,51,1,1,-1.0,-1.0,51,9711.0,6586.0
5709,1415,0,Shade of Eranikus,55,55,1,2,-1.0,-1.0,55,33410.0,125.0
5710,1352,0,Jammal'an the Prophet,54,54,1,7,-1.0,-1.0,54,10602.0,179.0
5711,1292,0,Ogom the Wretched,53,53,1,6,-1.0,-1.0,53,27205.0,318.0
5712,1187,0,Zolo,51,51,1,6,-1.0,-1.0,51,4573.0,2675.0
5713,1163,0,Gasher,51,51,1,6,-1.0,-1.0,51,5069.0,2198.0
5714,1165,0,Loro,51,51,1,6,-1.0,-1.0,51,5243.0,3206.0
5715,1232,0,Hukku,52,52,1,6,-1.0,-1.0,52,4618.0,2224.0
5716,1242,0,Zul'Lor,52,52,1,6,-1.0,-1.0,52,5013.0,2937.0
5717,1222,0,Mijan,52,52,1,6,-1.0,-1.0,52,4923.0,2942.0
5718,2155,0,Rothos,62,62,1,2,-1.0,-1.0,62,3793.0,13050.0
5719,1214,0,Morphaz,52,52,1,2,-1.0,-1.0,52,12983.0,814.0
5720,1171,0,Weaver,51,51,1,2,-1.0,-1.0,51,16372.0,1665.0
5721,1290,0,Dreamscythe,53,53,1,2,-1.0,-1.0,53,15346.0,1373.0
5722,1285,0,Hazzas,53,53,1,2,-1.0,-1.0,53,14914.0,1251.0
5755,0,0,Deviate Viper,19,20,1,1,-1.0,-1.0,19,285.0,701.0
5756,0,1452,Deviate Venomwing,20,21,1,1,-1.0,-1.0,20,281.0,1011.0
5760,209,0,Lord Azrethoc,40,40,1,3,-1.0,-1.0,40,114.0,188.0
5761,111,0,Deviate Shambler,19,20,1,4,-1.0,-1.0,19,284.0,1165.0
5762,0,0,Deviate Moccasin,20,21,1,1,-1.0,-1.0,20,265.0,673.0
5763,0,0,Nightmare Ectoplasm,20,21,0,10,-1.0,-1.0,20,297.0,586.0
5771,205,0,Jugkar Grim'rod,40,40,0,7,-1.0,-1.0,40,394.0,726.0
5775,150,0,Verdan the Everliving,21,21,1,4,-1.0,-1.0,21,2552.0,229.0
5785,28,416,Sister Hatelash,11,11,2,7,,-1.0,11,65.0,51528.0
5786,11,176,Snagglespear,9,9,4,7,,-1.0,9,55.0,36237.0
5787,13,333,Enforcer Emilgund,11,11,4,7,,-1.0,11,85.0,34757.0
5797,221,0,Aean Swiftriver,25,25,2,7,1.0,-1.0,25,7.0,41.0
5798,207,0,Thora Feathermoon,25,25,2,7,1.0,-1.0,25,29.0,175.0
5799,195,0,Hannah Bladeleaf,24,24,2,7,1.0,-1.0,24,39.0,131.0
5800,196,0,Marcus Bel,24,24,2,7,1.0,-1.0,24,19.0,99.0
5807,1,198,The Rake,10,10,4,1,-1.0,-1.0,10,123.0,1275.0
5808,8,176,Warlord Kolkanis,9,9,4,7,,-1.0,9,53.0,37316.0
5809,8,176,Watch Commander Zalaphil,9,9,4,7,,-1.0,9,38.0,203234.0
5822,42,624,Felweaver Scornn,11,11,2,7,,-1.0,11,145.0,32123.0
5823,0,222,Death Flayer,11,11,4,1,,-1.0,11,79.0,495.0
5824,40,666,Captain Flat Tusk,11,11,2,7,,-1.0,11,81.0,537.0
5826,8,166,Geolord Mottle,9,9,4,7,,-1.0,9,56.0,624.0
5827,0,0,Brontus,27,27,2,1,0.0,0.0,27,831.0,2773.0
5828,0,0,Humar the Pridelord,23,23,2,1,-1.0,-1.0,23,682.0,2647.0
5829,0,386,Snort the Heckler,17,17,4,1,-1.0,-1.0,17,348.0,17535.0
5830,116,0,Sister Rathtalon,19,19,2,7,-1.0,-1.0,19,523.0,3177.0
5831,0,0,Swiftmane,21,21,2,1,0.0,0.0,21,411.0,1746.0
5832,0,664,Thunderstomp,24,24,4,1,-1.0,-1.0,24,676.0,3117.0
5833,0,0,Margol the Rager,48,48,1,1,-1.0,-1.0,48,173.0,172.0
5834,0,622,Azzere the Skyblade,25,25,4,1,,-1.0,25,965.0,4269.0
5835,35,314,Foreman Grills,19,19,4,7,-1.0,-1.0,19,489.0,2693.0
5836,36,449,Engineer Whirleygig,19,19,4,7,-1.0,-1.0,19,387.0,2197.0
5837,20,328,Stonearm,15,15,4,7,,-1.0,15,278.0,2015.0
5838,29,386,Brokespear,17,17,4,7,-1.0,-1.0,17,326.0,2124.0
5839,243,0,Dark Iron Geologist,43,44,0,7,-1.0,-1.0,43,744.0,1206.0
5840,293,0,Dark Iron Steamsmith,46,47,0,7,-1.0,-1.0,46,599.0,2600.0
5841,91,0,Rocklance,17,17,2,7,-1.0,-1.0,17,256.0,1568.0
5842,0,491,Takk the Leaper,19,19,2,1,-1.0,-1.0,19,485.0,2253.0
5843,275,0,Slave Worker,45,47,0,7,-1.0,-1.0,46,640.0,1123.0
5844,274,0,Dark Iron Slaver,45,46,0,7,-1.0,-1.0,45,734.0,7766.0
5846,309,0,Dark Iron Taskmaster,47,48,0,7,-1.0,-1.0,47,708.0,7874.0
5847,66,586,Heggin Stonewhisker,24,24,4,7,,-1.0,24,1003.0,3670.0
5848,68,713,Malgin Barleybrew,25,25,4,7,,-1.0,25,1130.0,5336.0
5849,63,664,Digger Flameforge,24,24,4,7,,-1.0,24,557.0,5072.0
5850,0,0,Blazing Elemental,45,47,0,4,-1.0,-1.0,46,358.0,2520.0
5851,269,0,Captain Gerogg Hammertoe,27,27,2,7,,-1.0,27,875.0,3313.0
5852,0,0,Inferno Elemental,47,49,0,4,-1.0,-1.0,48,361.0,2509.0
5853,274,0,Tempered War Golem,45,47,0,4,-1.0,-1.0,46,737.0,1336.0
5854,309,0,Heavy War Golem,47,49,0,4,-1.0,-1.0,48,758.0,1609.0
5855,0,0,Magma Elemental,46,48,0,4,-1.0,-1.0,47,375.0,2562.0
5856,0,0,Glassweb Spider,43,45,0,1,-1.0,-1.0,44,629.0,915.0
5857,0,0,Searing Lava Spider,45,47,0,1,-1.0,-1.0,46,799.0,1316.0
5858,0,0,Greater Lava Spider,47,49,0,1,-1.0,-1.0,48,758.0,1515.0
5859,234,0,Hagg Taurenbane,26,26,2,7,-1.0,-1.0,26,531.0,2016.0
5860,917,0,Twilight Dark Shaman,47,48,1,7,-1.0,-1.0,47,157.0,301.0
5861,981,0,Twilight Fire Guard,48,49,1,7,-1.0,-1.0,48,301.0,1668.0
5862,1044,0,Twilight Geomancer,49,50,1,7,-1.0,-1.0,49,1825.0,2947.0
5863,38,404,Geopriest Gukk'rok,19,19,4,7,,-1.0,19,769.0,3041.0
5864,163,0,Swinegart Spearhide,22,22,2,7,,-1.0,22,470.0,2326.0
5865,0,273,Dishu,13,13,4,1,,-1.0,13,194.0,1297.0
5881,275,0,Cursed Sycamore,45,45,0,4,0.0,0.0,45,484.0,1384.0
5912,120,0,Deviate Faerie Dragon,20,20,2,2,-1.0,-1.0,20,919.0,178.0
5915,289,0,Brother Ravenoak,29,29,2,7,,-1.0,29,1444.0,5087.0
5916,260,0,Sentinel Amarassan,27,27,2,7,,-1.0,27,1263.0,4371.0
5928,0,0,Sorrow Wing,27,27,2,1,-1.0,-1.0,27,1258.0,4200.0
5930,266,0,Sister Riven,28,28,2,7,-1.0,-1.0,28,1651.0,5495.0
5931,198,0,Foreman Rigger,24,24,2,7,-1.0,-1.0,24,605.0,3180.0
5932,166,0,Taskmaster Whipfang,22,22,2,7,-1.0,-1.0,22,854.0,4139.0
5933,112,0,Achellios the Banished,31,31,4,7,-1.0,-1.0,31,645.0,2501.0
5934,0,0,Heartrazor,32,32,2,1,-1.0,-1.0,32,2245.0,7962.0
5935,0,0,Ironeye the Invincible,37,37,2,1,-1.0,-1.0,37,5823.0,74356.0
5937,0,0,Vile Sting,35,35,2,1,-1.0,-1.0,35,1423.0,4414.0
5951,0,8,Hare,1,1,0,8,0.0,0.0,1,7.0,16.0
5974,274,0,Dreadmaul Ogre,45,46,0,7,-1.0,-1.0,45,739.0,1321.0
5975,292,0,Dreadmaul Ogre Mage,46,47,0,7,-1.0,-1.0,46,584.0,1431.0
5976,291,0,Dreadmaul Brute,46,47,0,7,-1.0,-1.0,46,704.0,1165.0
5977,429,0,Dreadmaul Mauler,53,54,0,7,-1.0,-1.0,53,1352.0,2858.0
5978,448,0,Dreadmaul Warlock,54,55,0,7,-1.0,-1.0,54,1272.0,4200.0
5979,274,0,Wretched Lost One,45,47,0,7,-1.0,-1.0,46,690.0,1332.0
5981,391,0,Portal Seeker,51,53,0,7,-1.0,-1.0,52,1931.0,4796.0
5982,0,0,Black Slayer,46,48,0,1,-1.0,-1.0,47,739.0,5250.0
5984,0,0,Starving Snickerfang,45,46,0,1,-1.0,-1.0,45,541.0,1632.0
5985,0,0,Snickerfang Hyena,49,50,0,1,-1.0,-1.0,49,494.0,1540.0
5988,0,0,Scorpok Stinger,50,51,0,1,-1.0,-1.0,50,904.0,8121.0
5990,0,0,Redstone Basilisk,47,48,0,1,-1.0,-1.0,47,810.0,3599.0
5991,0,0,Redstone Crystalhide,51,52,0,1,-1.0,-1.0,51,1078.0,3579.0
5992,0,0,Ashmane Boar,48,49,0,1,-1.0,-1.0,48,241.0,4135.0
5993,0,0,Helboar,52,53,0,3,-1.0,-1.0,52,278.0,4142.0
5996,309,0,Nethergarde Miner,47,48,0,7,1.0,-1.0,47,674.0,1500.0
5997,309,0,Nethergarde Engineer,47,48,0,7,1.0,-1.0,47,474.0,852.0
5998,294,0,Nethergarde Foreman,46,48,0,7,1.0,-1.0,47,600.0,962.0
5999,350,0,Nethergarde Soldier,49,50,0,7,1.0,-1.0,49,694.0,1438.0
6000,343,0,Nethergarde Cleric,49,51,0,7,1.0,-1.0,50,491.0,1116.0
6001,311,0,Nethergarde Analyst,49,51,0,7,1.0,-1.0,50,220.0,393.0
6002,350,0,Nethergarde Riftwatcher,49,51,0,7,1.0,-1.0,50,177.0,390.0
6003,420,0,Nethergarde Officer,50,51,0,7,1.0,-1.0,50,215.0,550.0
6004,390,0,Shadowsworn Cultist,51,52,0,7,-1.0,-1.0,51,1432.0,3798.0
6005,410,0,Shadowsworn Thug,52,53,0,7,-1.0,-1.0,52,1412.0,5858.0
6006,410,0,Shadowsworn Adept,52,53,0,7,-1.0,-1.0,52,1449.0,4370.0
6007,430,0,Shadowsworn Enforcer,53,54,0,7,-1.0,-1.0,53,1352.0,3520.0
6008,430,0,Shadowsworn Warlock,53,54,0,7,-1.0,-1.0,53,1194.0,3962.0
6009,452,0,Shadowsworn Dreadweaver,54,55,0,7,-1.0,-1.0,54,1348.0,2779.0
6010,0,0,Felhound,54,55,0,3,-1.0,-1.0,54,618.0,1865.0
6011,451,0,Felguard Sentry,54,55,0,3,-1.0,-1.0,54,1245.0,4100.0
